file_name,height,width,bbox,age,race,masked,skintone,emotion,gender
72106394.jpg,1333,2000,"[1064.0202412478998, 227.03819663596767, 226.9797587520974, 299.8527184959857]",20-30s,Caucasian,unmasked,light,Neutral,Male
86977457.jpg,2000,1333,"[448.1993068517881, 378.50085084366856, 158.80069314821282, 224.3391741046583]",20-30s,Caucasian,unmasked,light,Happiness,Female
43239342.jpg,1334,2000,"[914.0058189102579, 190.99999999999955, 405.99041591251716, 592.3999999999991]",20-30s,Mongoloid,unmasked,light,Surprise,Female
37241574.jpg,1333,2000,"[1327.6461508382563, 336.9736837635399, 85.62797968445956, 143.9999999999998]",20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female
103879321.jpg,1333,2000,"[638.0, 99.22631337838077, 296.0194956324048, 398.7736866216192]",20-30s,Mongoloid,unmasked,light,Happiness,Female
90952551.jpg,1333,2000,"[705.3971328437763, 197.00000000000006, 238.33731549475664, 300.73408020429406]",20-30s,Caucasian,unmasked,light,Sadness,Female
56758959.jpg,1333,2000,"[652.5308154781314, 156.2171315393367, 313.5583477963808, 417.04751421879854]",20-30s,Mongoloid,unmasked,light,Happiness,Female
63428228.jpg,1333,2000,"[622.2889598579065, 208.46411118385402, 799.783280106567, 714.7895539551993]",20-30s,Mongoloid,unmasked,light,Happiness,Female
15857671.jpg,1333,2000,"[1171.599488434625, 441.26555166146636, 184.40051156537598, 236.5358819166449]",20-30s,Mongoloid,unmasked,light,Neutral,Female
68528558.jpg,1333,2000,"[636.7845117845097, 322.9785353535355, 524.2659932659923, 696.7815656565657]",20-30s,Caucasian,masked,mid-light,Neutral,Male
7191948.jpg,2000,1333,"[139.99699999999999, 197.00000000000068, 348.99974999999995, 492.00000000000017]",20-30s,Mongoloid,unmasked,light,Happiness,Female
60313346.jpg,1333,2000,"[1075.6074225911566, 454.0000000000001, 191.27587657874997, 224.39347926449418]",Baby,Caucasian,unmasked,light,Happiness,Female
79197149.jpg,1333,2000,"[899.9999999999983, 237.0909090909088, 240.73045534110724, 383.0909090909092]",20-30s,Mongoloid,masked,light,Neutral,Male
58470374.jpg,1375,2000,"[691.0831117277168, 0.0, 443.6675530891411, 447.8275120000012]",Senior,Mongoloid,unmasked,light,Happiness,Female
88383300.jpg,2000,2000,"[851.0612115871913, 1489.3309570070835, 52.02135799352929, 92.21968007943525]",Teenager,Caucasian,unmasked,light,Happiness,Female
100370979.jpg,1333,2000,"[447.3787878787877, 35.704545454545475, 588.2575757575756, 606.0907715639383]",Kid,Mongoloid,unmasked,light,Happiness,Female
42299230.jpg,1125,2000,"[1095.9574819651957, 171.98193637918058, 310.0425180347974, 369.03612724163537]",Kid,Caucasian,unmasked,mid-light,Happiness,Male
84653067.jpg,1333,2000,"[820.0035008752199, 271.9999999999996, 411.9974993748435, 499.9999999999987]",Senior,Mongoloid,unmasked,light,Neutral,Male
1425505.jpg,1328,2000,"[890.0918445965618, 384.27600935790497, 81.07288030739979, 124.53737414736166]",20-30s,Mongoloid,unmasked,light,Happiness,Female
59561306.jpg,2000,1333,"[679.9964999999996, 461.9999999999999, 213.00400000000025, 287.0]",40-50s,Caucasian,unmasked,light,Happiness,Female
image_3211.jpg,1024,1024,"[253.9560975609753, 202.30731707317037, 524.0439024390236, 705.1999999999991]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
12796074.jpg,2000,2000,"[869.1628700203859, 504.51683112017207, 262.06188329935065, 351.3202988594374]",20-30s,Mongoloid,unmasked,light,Neutral,Male
104651607.jpg,1333,2000,"[929.4296460376828, 102.68091596945771, 250.19295436870902, 345.60484686631173]",20-30s,Caucasian,unmasked,light,Happiness,Female
84852528.jpg,2000,1333,"[536.3191705247808, 414.7831493414429, 114.68082947522247, 163.21685065855638]",20-30s,Caucasian,unmasked,light,Sadness,Female
80529465.jpg,2000,2000,"[1229.367068746508, 898.7798028328053, 249.3795473168333, 336.62695101911845]",20-30s,Caucasian,unmasked,light,Anger,Male
4710534.jpg,2000,1333,"[689.9558551412845, 746.2158395134127, 538.8383822370364, 774.577134436516]",20-30s,Mongoloid,masked,light,Neutral,Female
34711251.jpg,1334,2000,"[1301.994502748625, 181.99999999999994, 267.0004997501264, 358.9999999999996]",20-30s,Mongoloid,unmasked,light,Happiness,Female
66231699.jpg,1207,2000,"[606.0, 448.4178256410257, 253.6000000000001, 165.98514529914567]",20-30s,Mongoloid,unmasked,light,Sadness,Female
84357999.jpg,1333,2000,"[777.9999999999998, 231.99824999999996, 253.0, 329.00224999999966]",20-30s,Caucasian,unmasked,light,Happiness,Female
87513980.jpg,1333,2000,"[651.1534745986567, 523.9628159728821, 119.82460045867063, 141.26939320711]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
2582480.jpg,2000,1333,"[496.96599295306225, 325.00000000000006, 523.0340070469382, 678.0000000000001]",20-30s,Mongoloid,unmasked,light,Neutral,Female
69441476.jpg,2000,1333,"[303.0180672950003, 302.4528600000008, 535.9638654099988, 497.7717746061939]",Teenager,Mongoloid,unmasked,light,Neutral,Male
79705357.jpg,1373,2000,"[917.4311247297935, 200.00000000000003, 322.34219693038375, 437.9999999999997]",20-30s,Caucasian,unmasked,light,Happiness,Male
43876317.jpg,1333,2000,"[673.7348042963486, 353.8847390256372, 228.64757442487257, 312.31950289423605]",20-30s,Mongoloid,unmasked,light,Happiness,Female
63199103.jpg,2000,1333,"[633.9913618626317, 323.4511127932618, 271.87307626919335, 358.6828434318134]",20-30s,Caucasian,unmasked,light,Happiness,Female
53554231.jpg,1275,2000,"[419.9735623845958, 349.43180683773596, 458.02643761540367, 620.8439944674732]",20-30s,Caucasian,masked,light,Happiness,Female
78252016.jpg,2000,1333,"[587.5590357858731, 247.00000000000006, 269.8902280751774, 402.4356101030336]",Teenager,Caucasian,unmasked,light,Happiness,Female
74756732.jpg,1333,2000,"[819.527962062835, 308.0150719125747, 369.7763204315291, 485.96985617485046]",20-30s,Caucasian,unmasked,light,Neutral,Female
68538245.jpg,583,2000,"[1549.4325457453622, 80.60565761899028, 41.04619445206123, 53.1314474603366]",20-30s,Caucasian,unmasked,light,Neutral,Male
25595913.jpg,1334,2000,"[1416.8732282331118, 369.7497833870965, 168.69015765031997, 213.02438987836425]",20-30s,Mongoloid,unmasked,light,Neutral,Male
image_1349.jpg,1024,1024,"[255.6713615023466, 199.51173708920211, 556.7981220657272, 772.9483568075099]",40-50s,Caucasian,unmasked,mid-light,Happiness,Female
81914442.jpg,1333,2000,"[439.00750187546885, 47.00000000000005, 458.9897474368588, 661.9999999999998]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
32695814.jpg,2000,2000,"[523.6937710731683, 449.9339963864, 697.0831543932878, 887.0282645328791]",40-50s,Mongoloid,unmasked,mid-light,Neutral,Female
60899539.jpg,2000,1334,"[479.9991224862869, 145.99999999999926, 239.00219378427673, 312.99999999999824]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
94484054.jpg,2000,1333,"[506.00663971753767, 715.0059511104752, 243.48921045900082, 356.9880977790496]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
4571516.jpg,2000,1333,"[350.5103886699685, 1224.9999999999952, 503.48961133003036, 342.14580229825884]",20-30s,Mongoloid,unmasked,light,Neutral,Male
39652799.jpg,1333,2000,"[1262.0000000000064, 319.48013373768805, 243.5703349415648, 294.3665583641156]",20-30s,Caucasian,unmasked,light,Neutral,Male
55937367.jpg,1335,2000,"[799.1620870484578, 7.656317859100036, 612.8649936312166, 844.5624547606005]",20-30s,Negroid,unmasked,mid-dark,Happiness,Female
77571690.jpg,1334,2000,"[932.5470104038126, 463.36363636363626, 139.45298959618725, 172.6363636363633]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Female
29475111.jpg,1333,2000,"[672.9972493123271, 231.99999999999986, 198.99974993748444, 291.9999999999999]",40-50s,Mongoloid,unmasked,mid-light,Neutral,Male
10222727.jpg,2000,1333,"[798.6972578950822, 293.01577689337563, 273.022021613058, 566.7460557766537]",20-30s,Mongoloid,unmasked,light,Neutral,Female
53220671.jpg,1333,2000,"[826.4619465037673, 60.71559942841287, 108.84594991746313, 190.69124661551214]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
image_4255.jpg,1024,1024,"[273.73199527744987, 195.93860684769732, 547.6269185360082, 751.1511216056654]",20-30s,Mongoloid,unmasked,light,Neutral,Female
17845161.jpg,1600,2000,"[950.0000000000019, 253.00000000000097, 455.6119520168332, 590.9789641421671]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77995064.jpg,1333,2000,"[946.3789234077938, 283.75815735388176, 78.1053829610351, 91.24184264611824]",20-30s,Caucasian,unmasked,light,Neutral,Male
92328008.jpg,1333,2000,"[649.9999999999999, 200.01636895302914, 379.5140228357437, 453.633578509269]",40-50s,Mongoloid,unmasked,light,Happiness,Female
59946194.jpg,758,2000,"[426.7277071448802, 96.51142612025848, 144.4554142897646, 182.91252973514466]",20-30s,Caucasian,unmasked,light,Neutral,Female
93273062.jpg,1333,2000,"[510.1389967826231, 106.00000000000026, 318.02144909176434, 424.617657943484]",20-30s,Mongoloid,unmasked,light,Happiness,Female
87061904.jpg,1295,2000,"[994.0000000000002, 178.00000000000014, 212.8539878863648, 259.91565393000513]",40-50s,Caucasian,unmasked,light,Happiness,Female
1133886.jpg,1704,2272,"[614.0, 372.99999999999994, 227.0, 277.0]",20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female
60844087.jpg,1333,2000,"[1091.4527713482848, 314.65575736787713, 152.54722865171422, 217.34424263212202]",20-30s,Caucasian,unmasked,light,Happiness,Female
67950993.jpg,1333,2000,"[706.1155380109103, 137.7374787050488, 285.8074366484826, 397.2625212949511]",20-30s,Mongoloid,unmasked,light,Happiness,Female
78944767.jpg,1333,2000,"[756.8006872852234, 146.99999999999983, 767.8350515463928, 1151.1288659793813]",20-30s,Negroid,unmasked,mid-dark,Happiness,Female
52440570.jpg,1334,2000,"[677.9965771116134, 196.0000000000001, 358.9934965120641, 500.99999999999983]",20-30s,Caucasian,unmasked,light,Happiness,Female
64668850.jpg,1333,2000,"[891.6457283281301, 495.0098774318048, 178.00000000000145, 223.68106602245007]",40-50s,Caucasian,unmasked,mid-light,Neutral,Female
1581388.jpg,1328,2000,"[347.3037974683513, -2.3899303937008356e-14, 689.2294882960612, 895.4592823936642]",20-30s,Mongoloid,unmasked,light,Neutral,Female
9247613.jpg,2000,1333,"[546.8768980339606, 318.99999999999955, 282.0984815728305, 366.0477527245965]",20-30s,Mongoloid,unmasked,light,Happiness,Female
84893261.jpg,2000,1333,"[556.77198581459, 366.35899999999845, 266.3040189138779, 383.6409999999982]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
71972430.jpg,1333,2000,"[928.4235095381717, 325.00000000000017, 182.75885830819945, 258.7305916064049]",20-30s,Caucasian,unmasked,mid-light,Happiness,Male
40075864.jpg,2000,1333,"[631.9977499999998, 221.99999999999963, 246.00424999999981, 332.99999999999966]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Female
94526483.jpg,1333,2000,"[1282.6129944186494, 193.9999999999984, 295.3870055813438, 392.69212064712514]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
33618016.jpg,1333,2000,"[689.1052631578942, 134.5824561403509, 782.8245614035087, 1051.3543859649135]",Senior,Mongoloid,unmasked,mid-light,Happiness,Female
47178613.jpg,1333,2000,"[848.3170529457683, 239.2488130228076, 202.63980073168537, 249.9809321826]",20-30s,Caucasian,unmasked,light,Neutral,Male
image_7735.jpg,1024,1024,"[206.79024390243782, 200.32195121951213, 548.1902439024362, 780.8634146341445]",20-30s,Caucasian,unmasked,light,Happiness,Male
image_4378.jpg,1024,1024,"[138.10731707317052, 173.78048780487777, 566.1658536585361, 782.3609756097557]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
3089933.jpg,1333,2000,"[823.0035008752187, 119.00000000000004, 299.9952488122034, 416.0]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Male
65143742.jpg,1337,2000,"[615.5059922658521, 231.05398505474213, 170.33857779735067, 226.16655305993578]",20-30s,Mongoloid,unmasked,light,Happiness,Female
68253848.jpg,1333,2000,"[1198.1932449432989, 285.0000000000005, 161.77046559379218, 233.99999999999994]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
81319964.jpg,1330,2000,"[805.9999999999987, 451.00000000000017, 71.99959753398109, 98.99999999999928]",20-30s,Caucasian,unmasked,light,Neutral,Male
82744581.jpg,2000,1333,"[508.16615266214484, 524.087230219143, 235.2625610438792, 216.18691200425314]",20-30s,Mongoloid,masked,mid-light,Neutral,Female
83385918.jpg,1333,2000,"[1058.9999999999961, 527.9346845640554, 234.41877527507444, 273.3081834445395]",Kid,Caucasian,unmasked,light,Happiness,Male
87984927.jpg,1335,2000,"[896.9999999999998, 274.99999999999994, 263.5300000000001, 360.51941250000004]",20-30s,Negroid,unmasked,mid-dark,Sadness,Male
37153426.jpg,1333,2000,"[735.3223305826455, 149.9333999999999, 332.21320330082483, 499.6024999999995]",20-30s,Mongoloid,unmasked,light,Sadness,Female
75166390.jpg,1500,2000,"[1016.0000000000009, 91.0000000000001, 242.1267339570156, 318.28936885657714]",40-50s,Mongoloid,unmasked,mid-light,Happiness,Male
72553892.jpg,1333,2000,"[819.1022674183307, 179.6162856794564, 286.8977325816645, 396.3837143205413]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
2453734.jpg,1333,2000,"[732.6662399115469, 175.00000000000045, 420.0019203980378, 544.4457646247097]",20-30s,Mongoloid,unmasked,light,Happiness,Female
40740889.jpg,1333,2000,"[1132.0010002500633, 166.00000000000003, 165.9977494373592, 169.00000000000009]",40-50s,Caucasian,unmasked,light,Happiness,Female
82292207.jpg,1333,2000,"[1145.517143268616, 270.64489485468505, 167.06408145630328, 228.7102102906268]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
83264591.jpg,1333,2000,"[786.759610108875, 299.9999999999992, 275.2403898911238, 387.9999999999996]",20-30s,Negroid,unmasked,mid-light,Happiness,Male
82913450.jpg,1333,2000,"[936.0042510627646, 175.99999999999997, 298.9982495623883, 415.0000000000001]",Kid,Caucasian,unmasked,light,Neutral,Female
66000438.jpg,1333,2000,"[1191.0000000000034, 425.9999999999996, 331.85612661090823, 354.78097844140007]",20-30s,Mongoloid,unmasked,light,Happiness,Female
image_2931.jpg,1024,1024,"[187.76995305164223, 181.39906103286313, 565.8920187793414, 764.6197183098558]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
48571175.jpg,1333,2000,"[823.0027506876703, 187.99999999999977, 344.993248312078, 454.9999999999997]",20-30s,Caucasian,unmasked,light,Happiness,Female
55041629.jpg,2000,1333,"[575.2977733109345, 665.193794239166, 104.84394442062974, 124.66168768147183]",20-30s,Caucasian,unmasked,light,Neutral,Female
42775915.jpg,1333,2000,"[557.4010130208457, 160.06672482160536, 273.3959479166142, 368.93327517839356]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
55520997.jpg,2000,1333,"[481.99524999999954, 517.0000000000003, 395.0059999999995, 512.9999999999999]",20-30s,Mongoloid,unmasked,light,Happiness,Female
76266841.jpg,1333,2000,"[703.0015003750933, 130.0, 248.99674918729596, 335.99999999999966]",20-30s,Negroid,unmasked,dark,Neutral,Male
57129514.jpg,1333,2000,"[1110.9630283531058, 287.3119297654741, 214.04712782768075, 273.58987454263445]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
image_2752.jpg,1024,1024,"[261.30303030303037, 168.69696969696932, 545.3131313131302, 769.8484848484842]",20-30s,Negroid,unmasked,mid-dark,Happiness,Male
1737778.jpg,1303,2000,"[1078.8601227588185, 118.86153285999995, 495.4196317235385, 637.13846714]",20-30s,Mongoloid,unmasked,light,Happiness,Female
70070910.jpg,1333,2000,"[542.0857531878308, 252.99160879763846, 254.91424681216844, 363.0083912023615]",Senior,Caucasian,unmasked,light,Sadness,Male
1980304.jpg,2000,1333,"[524.0526783679942, 558.9999999999967, 282.5367859584036, 365.1730627286366]",20-30s,Mongoloid,unmasked,light,Happiness,Female
63959372.jpg,1330,2000,"[1225.99933713377, 513.9999999999998, 256.0011174030816, 384.9999999999999]",20-30s,Mongoloid,masked,mid-dark,Neutral,Female
31076673.jpg,1333,2000,"[280.64971242810736, 143.78460000000004, 592.8858214553645, 510.3256999999998]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
62679996.jpg,1334,2000,"[1271.0173976277756, 339.7698211654017, 168.45801037383566, 206.0782819596167]",Teenager,Caucasian,unmasked,light,Happiness,Female
81071728.jpg,1333,2000,"[564.0005001250291, 90.99999999999953, 263.99699924981365, 392.99999999999875]",20-30s,Mongoloid,unmasked,light,Happiness,Male
83434604.jpg,1330,2000,"[1018.5208134312536, 287.9999999999996, 241.90842090248782, 325.527292405331]",Teenager,Mongoloid,unmasked,light,Happiness,Male
image_5006.jpg,1024,1024,"[274.77685950413206, 165.28099173553701, 589.523022432113, 789.7792207792205]",40-50s,Caucasian,unmasked,mid-light,Happiness,Female
85868185.jpg,1333,2000,"[884.1471210982849, 159.99999999999997, 230.75479816952284, 337.9999999999997]",20-30s,Caucasian,unmasked,light,Happiness,Male
46928262.jpg,1333,2000,"[841.0000000000005, 268.9167916340715, 310.48712354882264, 342.6065773989624]",20-30s,Caucasian,unmasked,light,Neutral,Male
image_3455.jpg,1024,1024,"[192.97183098591483, 158.29107981220625, 590.6431924882611, 798.4178403755835]",40-50s,Negroid,unmasked,mid-dark,Happiness,Male
77529066.jpg,1320,2000,"[591.9999999999972, 379.9999999999967, 219.99999999999872, 264.999999999999]",Kid,Caucasian,unmasked,light,Neutral,Female
81070639.jpg,2000,1334,"[451.9815000000001, 466.0000000000006, 238.01750000000044, 239.99999999999986]",20-30s,Caucasian,unmasked,light,Happiness,Female
83574637.jpg,1333,2000,"[717.033057851235, 329.38738816690693, 354.96694214875527, 413.21850139204236]",Kid,Caucasian,unmasked,light,Neutral,Male
image_5759.jpg,1024,1024,"[228.95846479395476, 201.50338805709427, 562.6212175610412, 736.1178295039485]",20-30s,Caucasian,unmasked,light,Happiness,Male
69442601.jpg,1333,2000,"[905.9999999999998, 441.9046921700773, 291.95738878967245, 241.6187686803091]",20-30s,Caucasian,unmasked,light,Happiness,Female
58198946.jpg,1059,2000,"[362.00000000000034, 108.99999999999996, 227.99999999999983, 282.9979828973844]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
73551777.jpg,1333,2000,"[459.4150672768242, 127.31661664661164, 307.53589235707875, 434.9999999999996]",Teenager,Caucasian,unmasked,light,Happiness,Female
83627139.jpg,1333,2000,"[881.8733654345133, 270.842076511784, 343.22794221787996, 462.58776561990356]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
image_8599.jpg,1024,1024,"[234.40571428571423, 185.24571428571434, 531.8171428571429, 746.1428571428576]",20-30s,Mongoloid,unmasked,light,Happiness,Male
62931411.jpg,2000,1296,"[577.6310465531926, 193.99999999999935, 145.47454935106103, 204.25172834123583]",Teenager,Caucasian,unmasked,mid-light,Sadness,Male
10807123.jpg,2000,1333,"[605.5226361518944, 233.99999999999983, 346.438559016286, 481.2223904365937]",20-30s,Mongoloid,unmasked,light,Happiness,Female
67159429.jpg,1333,2000,"[894.5298979930413, 249.99999999999997, 226.91707568572548, 318.7940735409161]",20-30s,Caucasian,unmasked,light,Surprise,Female
59524633.jpg,1333,2000,"[1175.260162601625, 121.99999999999982, 232.97560975609767, 386.3743902439019]",20-30s,Caucasian,unmasked,light,Happiness,Female
image_7492.jpg,1024,1024,"[139.59638963828667, 177.16614082418087, 606.1810375778341, 807.9367919261125]",20-30s,Mongoloid,unmasked,light,Happiness,Male
73929393.jpg,2000,1332,"[373.66899056290816, 349.02656922341356, 795.1268264238547, 1106.973430776587]",20-30s,Mongoloid,unmasked,light,Happiness,Female
81318791.jpg,1333,2000,"[860.174153183263, 446.0140950256419, 340.5303387266918, 437.73053980888835]",Kid,Caucasian,unmasked,light,Happiness,Female
57130596.jpg,1333,2000,"[930.4369233079699, 229.456849726254, 378.5861537595062, 510.7512716632063]",20-30s,Mongoloid,unmasked,light,Happiness,Female
image_3523.jpg,1024,1024,"[201.3838383838383, 203.57575757575748, 563.5353535353538, 727.0101010101]",20-30s,Caucasian,unmasked,light,Happiness,Female
76281451.jpg,1333,2000,"[810.0025006251509, 218.9999999999966, 401.99499874968484, 581.9999999999958]",20-30s,Caucasian,unmasked,light,Surprise,Female
70679517.jpg,1333,2000,"[909.0436180947731, 158.4544241433859, 431.82552762082423, 584.454424143382]",20-30s,Caucasian,unmasked,light,Happiness,Female
83159296.jpg,2000,1333,"[597.9999999999994, 838.0000000000009, 131.12096798658706, 177.5581235241741]",20-30s,Negroid,unmasked,mid-dark,Neutral,Female
28625469.jpg,1333,2000,"[656.9969992498106, 278.99999999999983, 224.00300075018728, 295.99999999999994]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
14532528.jpg,2000,1333,"[671.3575439887221, 620.0797799963074, 220.21415200376327, 298.92022000371395]",20-30s,Mongoloid,unmasked,light,Happiness,Female
65472415.jpg,1333,2000,"[1183.9999999999968, 327.4026599044816, 383.73469448518443, 506.46191079956697]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
image_7334.jpg,1024,1024,"[242.18285714285722, 182.42857142857147, 551.8342857142852, 790.6399999999987]",20-30s,Caucasian,unmasked,light,Neutral,Male
54282650.jpg,1333,2000,"[1320.0091732849398, 325.8245726144919, 227.51861966477236, 288.4034190840499]",20-30s,Mongoloid,unmasked,light,Happiness,Female
76879105.jpg,1333,2000,"[946.9999999999987, 407.9999999999999, 246.00125031257687, 242.99999999999974]",20-30s,Caucasian,unmasked,mid-light,Neutral,Male
49516102.jpg,1333,2000,"[383.0035008752191, 165.99999999999983, 436.9919979994997, 572.9999999999995]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
71343752.jpg,1333,2000,"[1367.4295103980635, 247.9516138708506, 244.5704896019349, 262.04838612914926]",40-50s,Mongoloid,unmasked,mid-light,Neutral,Male
1570717.jpg,1328,2000,"[926.4946434945742, 160.26347405336367, 273.5053565054082, 400.97788661362046]",Senior,Mongoloid,unmasked,light,Happiness,Male
86210727.jpg,1898,2000,"[771.0181929316434, 542.2452018304723, 260.933871668583, 383.1698654463474]",20-30s,Caucasian,unmasked,light,Happiness,Male
85961264.jpg,1362,2000,"[863.712815837014, 211.99999999999983, 239.28718416298534, 308.27033110900544]",Kid,Negroid,unmasked,mid-dark,Happiness,Female
62130500.jpg,1333,2000,"[1013.0643037262304, 175.00000000000128, 357.54212664639317, 437.9188731723675]",20-30s,Negroid,unmasked,mid-dark,Happiness,Female
6006853.jpg,1333,2000,"[906.1545951772249, 279.3513980043536, 304.69952610995574, 533.5673109760166]",20-30s,Mongoloid,unmasked,light,Happiness,Female
68124629.jpg,1308,2000,"[724.7587867932959, 247.12919188545334, 151.33629260246184, 210.92610943086004]",20-30s,Caucasian,unmasked,mid-light,Happiness,Male
89923976.jpg,1333,2000,"[678.0000000000001, 168.99999999999977, 198.6068560981023, 247.04582262318473]",Senior,Caucasian,unmasked,mid-light,Happiness,Male
83191257.jpg,1125,2000,"[256.0000000000001, 0.0, 697.0721649484534, 937.9174311926605]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Male
73357212.jpg,1333,2000,"[893.2515668060938, 221.99973269989746, 231.5126168080691, 283.68523521086627]",Kid,Negroid,unmasked,mid-dark,Happiness,Female
39674651.jpg,1912,2000,"[716.7808764744711, 543.4605370836994, 101.61125213097816, 128.59114144433664]",20-30s,Caucasian,unmasked,light,Happiness,Male
68114325.jpg,1333,2000,"[943.6087948092858, 269.7340967671557, 76.6520086511874, 85.5938114142857]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
47651574.jpg,1333,2000,"[1093.8051821511287, 278.3855461309099, 216.0269418874568, 319.36134672726155]",20-30s,Caucasian,unmasked,light,Happiness,Female
45944797.jpg,1333,2000,"[543.177946077978, 299.4668601830865, 347.203029403556, 447.218038514468]",20-30s,Caucasian,unmasked,light,Happiness,Female
image_410.jpg,1024,1024,"[290.3884297520659, 216.624557260921, 595.8972845336474, 752.345926800472]",Senior,Negroid,unmasked,mid-dark,Happiness,Male
22012224.jpg,1333,2000,"[928.9372245156318, 311.53209295208995, 359.47308669432533, 460.42856034794295]",Baby,Mongoloid,unmasked,light,Happiness,Male
38237135.jpg,1333,2000,"[1228.9774821479004, 167.50555352499842, 183.02251785209603, 245.49444647500206]",20-30s,Caucasian,unmasked,light,Happiness,Female
69737113.jpg,1333,2000,"[881.9692052441899, 110.6716778439286, 334.2070174924885, 439.17565373870525]",Teenager,Mongoloid,unmasked,mid-light,Happiness,Female
5815841.jpg,1333,2000,"[623.999749937483, 241.9999999999992, 306.9962490622667, 397.9999999999983]",20-30s,Mongoloid,unmasked,light,Neutral,Female
image_10425.jpg,1024,1024,"[98.50531286894912, 172.52184179456876, 629.1959858323487, 793.7933884297505]",40-50s,Mongoloid,unmasked,mid-light,Neutral,Male
9478030.jpg,2000,1333,"[649.9417869475345, 380.9999999999994, 102.23414947337217, 158.52798852336332]",20-30s,Mongoloid,unmasked,light,Happiness,Female
image_4794.jpg,1024,1024,"[197.70129870129858, 210.07438016528886, 565.5820543093265, 751.2998819362449]",Teenager,Caucasian,unmasked,light,Happiness,Male
81176496.jpg,1333,2000,"[874.0815357544224, 152.99999999999991, 236.78923407792814, 339.8710521398923]",20-30s,Caucasian,unmasked,light,Happiness,Male
70889688.jpg,1054,2000,"[692.9, 484.0887276872962, 266.09999999999997, 272.9112723127031]",20-30s,Caucasian,unmasked,mid-light,Neutral,Male
66356155.jpg,1333,2000,"[887.0030007501878, 195.9999999999995, 199.99599899975112, 292.99999999999966]",20-30s,Mongoloid,masked,light,Surprise,Male
4252999.jpg,1333,2000,"[870.125184930928, 374.99999999999665, 470.8748150690603, 527.2536851707107]",20-30s,Mongoloid,unmasked,light,Neutral,Female
68347715.jpg,1333,2000,"[996.0202412479005, 247.05437630527896, 259.97975875209863, 338.1455572432231]",20-30s,Mongoloid,unmasked,light,Happiness,Female
image_4608.jpg,1024,1024,"[309.2390243902439, 139.5756097560973, 609.1707317073161, 866.5658536585356]",20-30s,Caucasian,unmasked,mid-light,Happiness,Male
73098794.jpg,1333,2000,"[1262.0000000000002, 68.99999999999969, 203.34505254149184, 305.2928896567048]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
64364059.jpg,1333,2000,"[941.0587738454302, 152.99999999999986, 283.3216678122481, 376.5854864702394]",20-30s,Caucasian,unmasked,light,Happiness,Female
71437401.jpg,1333,2000,"[1145.0495867768598, 307.0000000000015, 195.950413223147, 296.17376033057707]",20-30s,Caucasian,unmasked,light,Happiness,Female
68124668.jpg,1333,2000,"[1131.392154801581, 174.9999999999997, 246.24755494545778, 331.99999999999994]",20-30s,Caucasian,unmasked,light,Surprise,Male
image_2852.jpg,1024,1024,"[257.61502347417877, 159.53051643192427, 536.2582159624401, 700.0845070422533]",20-30s,Caucasian,unmasked,light,Neutral,Female
66051555.jpg,1333,2000,"[1025.624455144838, 322.0000000000005, 314.29956411586903, 368.6491196124203]",20-30s,Mongoloid,unmasked,light,Happiness,Male
62200981.jpg,1333,2000,"[540.1847569345977, 307.88331582076574, 419.7951190813762, 527.9334734338672]",20-30s,Mongoloid,unmasked,mid-dark,Neutral,Female
53053735.jpg,1333,2000,"[1002.4456361320815, 158.09840529167516, 250.55436386791834, 351.90159470832486]",20-30s,Caucasian,unmasked,mid-light,Neutral,Male
42077339.jpg,1333,2000,"[1282.6466994249347, 100.44501474954276, 269.9828852213772, 376.56404050041726]",40-50s,Mongoloid,unmasked,mid-light,Happiness,Female
